Symbol,Security,GICS Sector,valid_yahoo_ticker,resolved_name,resolved_exchange,resolved_score,SourceIndex,Sektor
8015,TOYOTA TSUSHO CORP,Industrials,8015.T,TOYOTA TSUSHO CORP,JPX,20001.0,,
SPSN,SWISS PRIME SITE AG,Real Estate,SPSN.SW,SWISS PRIME SITE N,EBS,20004.0,,
ALLE,ALLEGION PLC,Industrials,ALLE,Allegion plc,NYQ,2002100.0,SP500,
ESLT,ELBIT SYSTEMS LTD,Industrials,ESLT,Elbit Systems Ltd.,NMS,2004400.0,,
DKS,DICKS SPORTING INC,Consumer Discretionary,DKS,Dick's Sporting Goods Inc,NYQ,2003200.0,,
BEL,BHARAT ELECTRONICS LTD,Industrials,AD0=F,Mont Belvieu Normal Butane (OPI,NYM,30001.0,,
992,LENOVO GROUP LTD,Information Technology,99211.TWO,,TWO,20003.0,,
SUN,SUNCORP GROUP LTD,Financials,SUN,Sunoco LP,NYQ,2001900.0,,
KRX,KINGSPAN GROUP PLC,Industrials,292730.KS,FOCUS KRX300,KSC,20003.0,,
SCHP,SCHINDLER HOLDING PAR AG,Industrials,SCHP,Schwab U.S. TIPs ETF,PCX,2000300.0,,
SGRO,SEGRO REIT PLC,Real Estate,SGRO.CN,SierraGranMine,CNQ,20004.0,,
ORG,ORIGIN ENERGY LTD,Utilities,OGN,Organon & Co.,NYQ,20052.0,,
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,8239.HK,CAPITAL FIN,HKG,20002.0,,
FOXA,FOX CORP CLASS A,Communication,FOXA,Fox Corporation,NMS,2002200.0,SP500,
INDIGO,INTERGLOBE AVIATION LTD,Industrials,0P00012BS0,RBC Indigo U.S. Dollar Monthly,PNK,20005.0,,
LKQ,LKQ CORP,Consumer Discretionary,LKQ,LKQ Corporation,NMS,2002800.0,,
1109,CHINA RESOURCES LAND LTD,Real Estate,1109.TW,HSING TA CEMENT CO LTD,TAI,20002.0,,
BVI,BUREAU VERITAS SA,Industrials,BVI.PA,BUREAU VERITAS,PAR,20011.0,,
300750,CONTEMPORARY AMPEREX TECHNOLOGY LT,Industrials,300750.SZ,CONTEMPORARY AMPER,SHZ,20003.0,,
SRG,SNAM,Utilities,SRG,Seritage Growth Properties,NYQ,2001300.0,,
7270,SUBARU CORP,Consumer Discretionary,7270.T,SUBARU CORPORATION,JPX,20002.0,,
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,8830.T,SUMITOMO REALTY & DEVELOPMENT C,JPX,20001.0,,
Z,ZILLOW GROUP INC CLASS C,Real Estate,Z,"Zillow Group, Inc.",NMS,2002900.0,,
ITRK,INTERTEK GROUP PLC,Industrials,ITRKL.XC,Intertek Group PLC,CXE,20004.0,,
2503,KIRIN HOLDINGS LTD,Consumer Staples,25031.HK,,HKG,20002.0,,
KMX,CARMAX INC,Consumer Discretionary,KMX,CarMax Inc,NYQ,2002700.0,,
RTO,RENTOKIL INITIAL PLC,Industrials,RTO,Rentokil Initial plc,NYQ,2001500.0,,
EQT,EQT,Financials,EQT,EQT Corporation,NYQ,2004600.0,SP500,
HLMA,HALMA PLC,Information Technology,HLMA.L,HALMA PLC ORD 10P,LSE,20001.0,FTSE100,
JNPR,JUNIPER NETWORKS INC,Information Technology,JNPR,"Juniper Networks, Inc.",NYQ,2004100.0,,
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,GFL,GFL Environmental Inc. Subordin,NYQ,2000800.0,,
MRNA,MODERNA INC,Health Care,MRNA,"Moderna, Inc.",NMS,2023500.0,SP500,
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,SWKS,"Skyworks Solutions, Inc.",NMS,2007900.0,SP500,
SOLV,SOLVENTUM CORP,Health Care,SOLV,Solventum Corporation,NYQ,2003100.0,SP500,
EMBR3,EMBRAER SA,Industrials,EMBR3F.SA,EMBRAER     ON      NM,SAO,20003.0,,
2885,YUANTA FINANCIAL HOLDING LTD,Financials,2885.HK,PEIPORT HOLD,HKG,20002.0,,
RO,ROCHE HOLDING AG,Health Care,AUDROX=X,AUD/ROX,CCY,30003.0,,
SJM,JM SMUCKER,Consumer Staples,SJM,The J.M. Smucker Company,NYQ,2004700.0,SP500,
QIBK,QATAR ISLAMIC BANK,Financials,QIBK.QA,Qatar Islamic Bank QPSC,DOH,20001.0,,
S32,SOUTH32 LTD,Materials,S32815.MI,,MIL,20003.0,,
MTN,MTN GROUP LTD,Communication,MTN,"Vail Resorts, Inc.",NYQ,2001600.0,,
INF,INFORMA PLC,Communication,VGT,Vanguard Information Tech ETF,PCX,20628.0,,
AVTR,AVANTOR INC,Health Care,AVTR,"Avantor, Inc.",NYQ,2001300.0,,
ERIE,ERIE INDEMNITY CLASS A,Financials,ERIE,Erie Indemnity Company,NMS,2002300.0,SP500,
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,NBIX,"Neurocrine Biosciences, Inc.",NMS,2003600.0,,
HINDALCO,HINDALCO INDUSTRIES LTD,Materials,HNDNF,,PNK,20004.0,,
CCK,CROWN HOLDINGS INC,Materials,CCK,"Crown Holdings, Inc.",NYQ,2001200.0,,
MANH,MANHATTAN ASSOCIATES INC,Information Technology,MANH,"Manhattan Associates, Inc.",NMS,2001400.0,,
SCG,SCENTRE GROUP,Real Estate,SCGVX,Sands Capital Global Growth Fun,NAS,20006.0,,
EPAM,EPAM SYSTEMS INC,Information Technology,EPAM,"EPAM Systems, Inc.",NYQ,2006200.0,SP500,
VACN,VAT GROUP AG,Industrials,VACN.SW,VAT GROUP N,EBS,20001.0,,
1088,CHINA SHENHUA ENERGY LTD H,Energy,1088.HK,CHINA SHENHUA,HKG,20005.0,,
RNO,RENAULT SA,Consumer Discretionary,RNO.VI,RENAULT SA,VIE,20001.0,,
ANTO,ANTOFAGASTA PLC,Materials,ANFGF,Antofagasta plc,PNK,20006.0,,
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,7532.T,PAN PACIFIC INTL HLDGS CORP,JPX,20002.0,,
ASIANPAINT,ASIAN PAINTS LTD,Materials,ASIANPAINT.NS,ASIAN PAINTS LIMITED,NSI,20003.0,,
TECHM,TECH MAHINDRA LTD,Information Technology,TECHM.NS,TECH MAHINDRA LIMITED,NSI,20003.0,,
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,URW.PA,UNIBAIL-RODAMCO-WESTFIELD,PAR,20011.0,,
C38U,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,C38U.SI,CapLand IntCom T,SES,20017.0,,
CCH,COCA COLA HBC AG,Consumer Staples,CCHGY,Coca-Cola HBC AG,PNK,20006.0,,
OVV,OVINTIV INC,Energy,OVV,Ovintiv Inc. (DE),NYQ,2003700.0,,
INCY,INCYTE CORP,Health Care,INCY,Incyte Corporation,NMS,2005000.0,SP500,
9992,POP MART INTERNATIONAL GROUP LTD,Consumer Discretionary,9992.HK,POP MART,HKG,20003.0,,
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,UHS,"Universal Health Services, Inc.",NYQ,2003700.0,SP500,
NWSA,NEWS CORP CLASS A,Communication,NWSA,News Corporation,NMS,2002800.0,SP500,
ABEV3,AMBEV SA,Consumer Staples,ABEV3.SA,AMBEV S/A   ON  ED,SAO,20002.0,,
AGS,AGEAS SA,Financials,AGS,"PlayAGS, Inc.",NYQ,2000800.0,,
FBK,FINECOBANK BANCA FINECO,Financials,FBK,FB Financial Corporation,NYQ,2001000.0,,
PAYC,PAYCOM SOFTWARE INC,Industrials,PAYC,"Paycom Software, Inc.",NYQ,2003700.0,SP500,
EDP,EDP ENERGIAS DE PORTUGAL SA,Utilities,EDP=F,Aluminium European Premium Duty,CMX,30001.0,,
WRT1V,WARTSILA,Industrials,WRT1V.HE,Wärtsilä Corporation,HEL,20001.0,,
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,HST,"Host Hotels & Resorts, Inc.",NMS,2002600.0,SP500,
WTRG,ESSENTIAL UTILITIES INC,Utilities,WTRG,"Essential Utilities, Inc.",NYQ,2002400.0,,
PEO,BANK PEKAO SA,Financials,PEO,"Adams Natural Resources Fund, I",NYQ,2000200.0,,
BNZL,BUNZL,Industrials,BNZL.L,BUNZL PLC ORD 32 1/7P,LSE,20002.0,FTSE100,
5803,FUJIKURA LTD,Industrials,5803.T,FUJIKURA,JPX,20003.0,,
VTRS,VIATRIS INC,Health Care,VTRS,Viatris Inc.,NMS,2007600.0,SP500,
ARX,ARC RESOURCES LTD,Energy,ARXD11.SA,FII ARXD R  CI,SAO,20006.0,,
AGN,AEGON LTD,Financials,AGNC,AGNC Investment Corp.,NMS,20107.0,,
600036,CHINA MERCHANTS BANK LTD A,Financials,600036.SS,CHINA MERCHANTS BANK CO LTD,SHH,20001.0,,
HEIO,HEINEKEN HOLDING NV,Consumer Staples,HEIOA.XC,Heineken Holding NV,CXE,20001.0,,
NDSN,NORDSON CORP,Industrials,NDSN,Nordson Corporation,NMS,2002600.0,SP500,
2345,ACCTON TECHNOLOGY CORP,Information Technology,2345.TW,ACCTON TECHNOLOGY CORP,TAI,20001.0,,
SVT,SEVERN TRENT PLC,Utilities,SVT,"Servotronics, Inc.",ASE,2000100.0,,
9503,KANSAI ELECTRIC POWER INC,Utilities,9503.T,KANSAI ELECTRIC POWER CO INC,JPX,20002.0,,
FGR,EIFFAGE SA,Industrials,FGRIX,Fidelity Growth and Income Pt,NAS,20012.0,,
ELET3,CENTRAIS ELETR BRAS-ELETROBRAS,Utilities,ELET3.SA,ELETROBRAS  ON      N1,SAO,20003.0,,
3402,TORAY INDUSTRIES INC,Materials,3402.TWO,WHOLETECH SYSTEM HITECH LIMITED,TWO,20001.0,,
373220,LG ENERGY SOLUTION LTD,Industrials,373220.KS,LG Energy Solution,KSC,20001.0,,
8601,DAIWA SECURITIES GROUP INC,Financials,8601.T,DAIWA SECURITIES GROUP,JPX,20002.0,,
WPP,WPP PLC,Communication,WPP,WPP plc,NYQ,2001800.0,,
PAAS,PAN AMERICAN SILVER CORP,Materials,PAAS,Pan American Silver Corp.,NYQ,2006900.0,,
FME,FRESENIUS MEDICAL CARE AG,Health Care,FMETAV.MI,,MIL,20003.0,,
ALO,ALSTOM SA,Industrials,ALOT,"AstroNova, Inc.",NGM,20011.0,,
EMN,EASTMAN CHEMICAL,Materials,EMN,Eastman Chemical Company,NYQ,2002800.0,,
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,NLY,Annaly Capital Management Inc.,NYQ,2008000.0,,
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,IPG,"Interpublic Group of Companies,",NYQ,2002700.0,,
FM,FIRST QUANTUM MINERALS LTD,Materials,FMCC,Freddie Mac,OQB,20053.0,,
4684,OBIC LTD,Information Technology,4684.T,OBIC CO LTD,JPX,20001.0,,
GWO,GREAT WEST LIFECO INC,Financials,GWO.TO,GREAT-WEST LIFECO INC,TOR,20006.0,,
BG,BUNGE GLOBAL SA,Consumer Staples,BG,Bunge Limited,NYQ,2002900.0,SP500,
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,MG,Mistras Group Inc,NYQ,2001300.0,,
6,POWER ASSETS HOLDINGS LTD,Utilities,6S=F,"Swiss Franc Futures,Jun-2025",CME,30006.0,,
BXP,BXP INC,Real Estate,BXP,"BXP, Inc.",NYQ,2002700.0,SP500,
WIX,WIX.COM LTD,Information Technology,WIX,Wix.com Ltd.,NMS,2002600.0,,
IOT,SAMSARA INC CLASS A,Information Technology,IOT,Samsara Inc.,NYQ,2004400.0,,
CIMB,CIMB GROUP HOLDINGS,Financials,BNGA.JK,Bank CIMB Niaga Tbk.,JKT,20003.0,,
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,EZJ.L,EASYJET PLC ORD 27 2/7P,LSE,20010.0,FTSE100,
3034,NOVATEK MICROELECTRONICS CORP,Information Technology,3034.TW,NOVATEK MICROELECTRONICS,TAI,20004.0,,
ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,Financials,ITSA4.SA,ITAUSA      PN      N1,SAO,20002.0,,
CG,CARLYLE GROUP INC,Financials,CG,The Carlyle Group Inc.,NMS,2001900.0,,
4689,LY CORP,Communication,4689.T,LY CORPORATION,JPX,20001.0,,
ABN,ABN AMRO BANK NV,Financials,ABNB,"Airbnb, Inc.",NMS,20099.0,SP500,
AFG,AMERICAN FINANCIAL GROUP INC,Financials,AFG,"American Financial Group, Inc.",NYQ,2001200.0,,
NHY,NORSK HYDRO,Materials,NHYB.TO,NBI HIGH YIELD BOND ETF,TOR,20007.0,,
ALLY,ALLY FINANCIAL INC,Financials,ALLY,Ally Financial Inc.,NYQ,2003500.0,,
BIRG,BANK OF IRELAND GROUP PLC,Financials,BIRG.IR,BANK OF IRELAND GROUP PLC,ISE,20004.0,,
MNDY,MONDAYCOM LTD,Information Technology,MNDY,monday.com Ltd.,NMS,2001400.0,,
1812,KAJIMA CORP,Industrials,RYM010.NZ,RYM 18/12/2026 2.55% Ryman Heal,NZE,20003.0,,
TECH,BIO TECHNE CORP,Health Care,TECH,Bio-Techne Corp,NMS,2004700.0,SP500,
SHFL,SHRIRAM FINANCE LTD,Financials,SHFL-USD,Shuffle USD,CCC,20001.0,,
TME,TENCENT MUSIC ENTERTAINMENT GROUP,Communication,TME,Tencent Music Entertainment Gro,NYQ,2003600.0,,
EXO,EXOR NV,Financials,EXOD,"Exodus Movement, Inc.",ASE,20013.0,,
SEIC,SEI INVESTMENTS,Financials,SEIC,SEI Investments Company,NMS,2001700.0,,
1802,OBAYASHI CORP,Industrials,180202.SZ,CHINA ASSET MGT CO,SHZ,20003.0,,
9021,WEST JAPAN RAILWAY,Industrials,9021.T,WEST JAPAN RAILWAY CO,JPX,20001.0,,
TLS,TELSTRA GROUP LTD,Communication,TLS,Telos Corporation,NGM,2000700.0,,
6869,SYSMEX CORP,Health Care,6869.HK,YOFC,HKG,20004.0,,
PME,PRO MEDICUS LTD,Health Care,PMETF,PATRIOT BATTERY METALS INC,OQX,20006.0,,
BMRI,BANK MANDIRI (PERSERO),Financials,BMRI.JK,Bank Mandiri (Persero) Tbk,JKT,20011.0,,
SCA B,SVENSKA CELLULOSA B,Materials,LY7.SG,Candles Scandinavia AB,STU,20002.0,,
BAJAJFINSV,BAJAJ FINSERV LTD,Financials,BAJAJFINSV.NS,BAJAJ FINSERV LTD.,NSI,20005.0,,
BID,BID CORPORATION LTD,Consumer Staples,BIDU,"Baidu, Inc.",NMS,20144.0,,
1060,SAUDI AWWAL BANK,Financials,1060.HK,ALI PICTURES,HKG,20002.0,,
8795,T&D HOLDINGS INC,Financials,8795.T,T&D HOLDINGS INC,JPX,20001.0,,
WTC,WISETECH GLOBAL LTD,Information Technology,MCOSCX,WTC-CIF II Mid Cap Opportunitie,NAS,20005.0,,
IAG,IA FINANCIAL INC,Financials,IAG,Iamgold Corporation,NYQ,2004500.0,,
PKN,ORLEN SA,Energy,PKN.WA,PKNORLEN,WSE,20005.0,,
4755,RAKUTEN GROUP INC,Consumer Discretionary,4755.T,RAKUTEN GROUP INC,JPX,20008.0,,
SNAP,SNAP INC CLASS A,Communication,SNAP,Snap Inc.,NYQ,2012900.0,,
G24,SCOUT24 N,Communication,G24.DE,Scout24 SE                    N,GER,20003.0,DAX,
TEN,TENARIS SA,Energy,TEN,Tsakos Energy Navigation Ltd,NYQ,2000600.0,,
NICE,NICE LTD,Information Technology,NICE,NICE Ltd,NMS,2001400.0,,
BRL,BRL CASH,Cash and/or Derivatives,BRL=X,USD/BRL,CCY,30048.0,,
DIVISLAB,DIVIS LABORATORIES LTD,Health Care,DIVISLAB.NS,DIVI S LABORATORIES LTD,NSI,20003.0,,
6586,MAKITA CORP,Industrials,65863.HK,,HKG,20002.0,,
RED,REDEIA CORPORACION SA,Utilities,RCT,RedCloud Holdings plc,NCM,100002.0,,
TENAGA,TENAGA NASIONAL,Utilities,5347.KL,TENAGA,KLS,20002.0,,
EDEN,EDENRED,Financials,EDEN,iShares Inc iShares MSCI Denmar,BTS,2000100.0,,
X,TMX GROUP LTD,Financials,X,United States Steel Corporation,NYQ,2020700.0,,
PZU,PZU SA,Financials,PZU.WA,PZU,WSE,20001.0,,
WN,GEORGE WESTON LTD,Consumer Staples,WNC,Wabash National Corporation,NYQ,20012.0,,
2892,FIRST FINANCIAL HOLDING LTD,Financials,2892.T,NIHON SHOKUHIN KAKO CO,JPX,20002.0,,
4704,TREND MICRO INC,Information Technology,4704.T,TREND MICRO INC,JPX,20002.0,,
5880,TAIWAN COOPERATIVE FINANCIAL HOLDI,Financials,588030.SS,BOSERA ASSET MANAGEMENT CO LTD,SHH,20003.0,,
ONGC,OIL AND NATURAL GAS LTD,Energy,ONGC.NS,OIL AND NATURAL GAS CORP.,NSI,20003.0,,
AOS,A O SMITH CORP,Industrials,AOS,A.O. Smith Corporation,NYQ,2002200.0,SP500,
CEMEXCPO,CEMEX CPO,Materials,CEMEXCPO.MX,CEMEX S.A.B. DE C.V.,MEX,20003.0,,
TRYG,TRYG,Financials,TRYGBP=X,TRY/GBP,CCY,30001.0,,
3231,WISTRON CORP,Information Technology,3231.TW,WISTRON CORPORATION,TAI,20003.0,,
6690,HAIER SMART HOME CLASS H LTD H,Consumer Discretionary,6690.F,InPost S.A.                   (,FRA,20003.0,,
MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,Health Care,MAXHEALTH.NS,MAX HEALTHCARE INS LTD,NSI,20003.0,,
9633,NONGFU SPRING LTD H,Consumer Staples,9633.T,TOKYO THEATRES CO INC,JPX,20002.0,,
8113,UNICHARM CORP,Consumer Staples,8113.HK,V&V TECH,HKG,20002.0,,
ORSTED,ORSTED,Utilities,DOGEF,Orsted A/S,PNK,20003.0,,
9532,OSAKA GAS LTD,Utilities,9532-SABE.SR,,SAU,20003.0,,
WYNN,WYNN RESORTS LTD,Consumer Discretionary,WYNN,"Wynn Resorts, Limited",NMS,2008100.0,SP500,
ENX,EURONEXT NV,Financials,ENX,Eaton Vance New York Municipal,ASE,2000500.0,,
ALB,ALBEMARLE CORP,Materials,ALB,Albemarle Corporation,NYQ,2008600.0,SP500,
ORK,ORKLA,Consumer Staples,ORKA,"Oruka Therapeutics, Inc.",NGM,20007.0,,
SCHN,SCHINDLER HOLDING AG,Industrials,SU.PA,SCHNEIDER ELECTRIC SE,PAR,20014.0,MSCI World,
EN,BOUYGUES SA,Industrials,ENK=F,"Euro/Norwegian Krone Futures,Ju",CME,30001.0,,
ROKU,ROKU INC CLASS A,Communication,ROKU,"Roku, Inc.",NMS,10066000.0,,
TELIA,TELIA COMPANY,Communication,TELIAS.XC,Telia Co AB,CXE,20006.0,,
BALN,BALOISE HOLDING AG,Financials,0P00018L0M.TO,Co-operators NEI Select Balance,TOR,20004.0,,
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,BESIY,BE Semiconductor Industries N.V,PNK,20007.0,,
ALDAR,ALDAR PROPERTIES,Real Estate,ALDAR.PA,DAMARTEX,PAR,20004.0,,
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,GRAB,Grab Holdings Limited,NMS,2004300.0,,
EUROB,EUROBANK HOLDINGS SA,Financials,RP=F,"Euro/British Pound Futures,Jun-",CME,30001.0,,
A17U,CAPITALAND ASCENDAS REIT,Real Estate,A17U.SI,CapLand Ascendas REIT,SES,20002.0,,
3,HONG KONG AND CHINA GAS LTD,Utilities,ZQ=F,"30 Day Federal Funds Futures,Ju",CBT,30003.0,,
MPL,MEDIBANK PRIVATE LTD,Financials,MPLX,MPLX LP,NYQ,20056.0,,
HRL,HORMEL FOODS CORP,Consumer Staples,HRL,Hormel Foods Corporation,NYQ,2006400.0,SP500,
2603,EVERGREEN MARINE CORP (TAIWAN) LTD,Industrials,26036.HK,,HKG,20002.0,,
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,MZTFF,MIZRAHI TEFAHOT BANK LTD,PNK,20001.0,,
STN,STANTEC INC,Industrials,STN,Stantec Inc,NYQ,2000500.0,,
MRO,MELROSE INDUSTRIES PLC,Industrials,MROSX,MassMutual RetireSMART Moderate,NAS,20002.0,,
EXAS,EXACT SCIENCES CORP,Health Care,EXAS,Exact Sciences Corporation,NCM,2005100.0,,
3407,ASAHI KASEI CORP,Materials,3407.T,ASAHI KASEI CORP,JPX,20002.0,,
CIPLA,CIPLA LTD,Health Care,CIPLA.NS,CIPLA LTD,NSI,20003.0,,
EICHERMOT,EICHER MOTORS LTD,Consumer Discretionary,EICHERMOT.NS,EICHER MOTORS LTD,NSI,20012.0,,
AM,DASSAULT AVIATION SA,Industrials,AM,Antero Midstream Corporation,NYQ,2003100.0,,
ABF,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,ABFRL.BO,Aditya Birla Fashion and Retai,BSE,20003.0,,
QIA,QIAGEN NV,Health Care,QGEN,Qiagen N.V.,NYQ,20009.0,,
ASX,ASX LTD,Financials,ASX,"ASE Technology Holding Co., Ltd",NYQ,2001600.0,,
2319,CHINA MENGNIU DAIRY LTD,Consumer Staples,2319.HK,MENGNIU DAIRY,HKG,20002.0,,
9540,HD KOREA SHIPBUILDING & OFFSHORE E,Industrials,9540-SABE.SR,,SAU,20003.0,,
CEZ,CEZ,Utilities,CEZ.PR,CEZ,PRA,20007.0,,
CA,CARREFOUR SA,Consumer Staples,CA,Xtrackers California Municipal,NGM,2000100.0,,
CNA,CENTRICA PLC,Utilities,CNA,CNA Financial Corporation,NYQ,2001500.0,,
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,S63.SI,ST Engineering,SES,20002.0,,
6383,DAIFUKU LTD,Industrials,6383.T,DAIFUKU CO LTD,JPX,20001.0,,
JSWSTEEL,JSW STEEL LTD,Materials,JSWSTEEL.NS,JSW STEEL LIMITED,NSI,20004.0,,
9697,CAPCOM LTD,Communication,9697.T,CAPCOM CO LTD,JPX,20002.0,,
BN4,KEPPEL LTD,Industrials,BN4.SI,Keppel,SES,20005.0,,
NED,NEDBANK GROUP LTD,Financials,A16.MU,ASR Nederland N.V.            A,MUN,20009.0,,
DRREDDY,DR REDDYS LABORATORIES LTD,Health Care,DRREDDY.NS,DR. REDDY S LABORATORIES,NSI,20003.0,,
9843,NITORI HOLDINGS LTD,Consumer Discretionary,9843.T,NITORI HOLDINGS CO LTD,JPX,20001.0,,
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,GIL,"Gildan Activewear, Inc.",NYQ,2000400.0,,
SCCO,SOUTHERN COPPER CORP,Materials,SCCO,Southern Copper Corporation,NYQ,2002600.0,,
NEM,NEMETSCHEK,Information Technology,NEM,Newmont Corporation,NYQ,2012800.0,SP500,
10140,SAMSUNG HEAVY INDUSTRIES LTD,Industrials,101400.KQ,N CITRON,KOE,20001.0,,
2379,REALTEK SEMICONDUCTOR CORP,Information Technology,2379.T,DIP CORPORATION,JPX,20001.0,,
ADCB,ABU DHABI COMMERCIAL BANK,Financials,0P0001IVNT,ADCB SICAV - ADCB Multi Asset B,PNK,20003.0,,
SKF B,SKF B,Industrials,0NWX.IL,AB SKF SKF B ORD SHS,IOB,20001.0,,
SMIN,SMITHS GROUP PLC,Industrials,SMIN,Ishares MSCI India Small Cap ET,BTS,2000100.0,,
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,DSCT.TA,ISRAEL DISCOUNT BK,TLV,20001.0,,
CPB,CAMPBELL SOUP,Consumer Staples,CPB,The Campbell's Company,NMS,2007100.0,SP500,
810,SAMSUNG FIRE & MARINE INSURANCE LT,Financials,8102.TWO,JEILIN,TWO,20009.0,,
2382,SUNNY OPTICAL TECHNOLOGY LTD,Information Technology,2382.HK,SUNNY OPTICAL,HKG,20002.0,,
BBAS3,BANCO DO BRASIL SA,Financials,BBAS3.SA,BRASIL      ON  EX  NM,SAO,20006.0,,
HAR,HARMONY GOLD MINING COMPANY LIMITE,Materials,HMY,Harmony Gold Mining Company Lim,NYQ,20056.0,,
1113,CK ASSET HOLDINGS LTD,Real Estate,1113.HK,CK ASSET,HKG,20008.0,,
4612,NIPPON PAINT HOLDINGS LTD,Materials,4612.T,NIPPON PAINT HOLDINGS CO LTD,JPX,20003.0,,
RDDT,REDDIT INC CLASS A,Communication,RDDT,"Reddit, Inc.",NYQ,2004300.0,,
28260,SAMSUNG C&T CORP,Industrials,28260.HK,,HKG,20000.0,,
ASRNL,ASR NEDERLAND NV,Financials,ASRNL.AS,ASR NEDERLAND,AMS,20008.0,,
CAR,CAR GROUP LTD,Communication,CAR,"Avis Budget Group, Inc.",NMS,2001800.0,,
ABG,ABSA GROUP LTD,Financials,ABG,Asbury Automotive Group Inc,NYQ,2000500.0,,
SGP,STOCKLAND STAPLED UNITS LTD,Real Estate,PMV.F,"NOS, SGPS, S.A.               A",FRA,20009.0,,
2057,ZTO EXPRESS (CAYMAN) INC,Industrials,SCOT-57E.MX,Scotia Mi Futuro 2057 SA de CV,MEX,20004.0,,
HEN,HENKEL AG,Consumer Staples,HH=F,Henry Hub Natural Gas Look-Alik,NYM,30002.0,,
SLM,SANLAM LIMITED LTD,Financials,SLM,SLM Corporation,NMS,2001400.0,,
BPAC11,BCO BTG PACTUAL UNT SA,Financials,BPAC11F.SA,BTGP BANCO  UNT     N2,SAO,20003.0,,
EQTL3,EQUATORIAL SA,Utilities,EQTL3F.SA,EQUATORIAL  ON      NM,SAO,20003.0,,
8473,SBI HOLDINGS INC,Financials,8473.T,SBI HOLDINGS INC,JPX,20002.0,,
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,WBA,"Walgreens Boots Alliance, Inc.",NMS,2016500.0,,
AKRBP,AKER BP,Energy,AKRBP.OL,AKER BP,OSL,20006.0,,
HTHT,H WORLD GROUP ADR LTD,Consumer Discretionary,HTHT,H World Group Limited,NMS,2001300.0,,
ADM,ADMIRAL GROUP PLC,Financials,ADM,Archer-Daniels-Midland Company,NYQ,2007100.0,SP500,
6920,LASERTEC CORP,Information Technology,6920.TWO,PPt,TWO,20001.0,,
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,US3640971053.SG,Galp Energia SGPS S.A. (ADRs),STU,20002.0,,
CON,CONTINENTAL AG,Consumer Discretionary,CON,Concentra Group Holdings Parent,NYQ,2000700.0,,
ADDT B,ADDTECH CLASS B,Industrials,0QI7.IL,ADDTECH AB ADDTECH B ORD SHS,IOB,20001.0,,
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,Health Care,APOLLOHOSP.NS,APOLLO HOSPITALS ENTER. L,NSI,20003.0,,
DVA,DAVITA INC,Health Care,DVA,DaVita Inc.,NYQ,2003400.0,SP500,
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,CCL.BO,CCL PRODUCTS (INDIA) LTD.,BSE,20001.0,,
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,GBLBF,Groupe Bruxelles Lambert SA,PNK,20006.0,,
KGF,KINGFISHER PLC,Consumer Discretionary,KGF.L,KINGFISHER PLC ORD 15 5/7P,LSE,20004.0,FTSE100,
2002,CHINA STEEL CORP,Materials,200230.KQ,TELCON RF PHARM,KOE,20012.0,,
SKA B,SKANSKA B,Industrials,0P00000LSL.ST,"Skandia Balanserad"",",STO,20001.0,,
GRASIM,GRASIM INDUSTRIES LTD,Materials,GRASIM.NS,GRASIM INDUSTRIES LTD,NSI,20004.0,,
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,RIVN,"Rivian Automotive, Inc.",NMS,2030300.0,,
9901,NEW ORIENTAL EDUCATION & TECHNOLOG,Consumer Discretionary,9901.HK,NEW ORIENTAL-S,HKG,20002.0,,
INDT,INDUTRADE,Industrials,INDTM21A.MC,Indice Deuda Publica m...s de 2,MCE,20008.0,,
